object	relation	subject_external_db	subject_external_id	subject_name	comment
lobula columnar neuron LC20	is_a	neuprint_JRC	1690935369	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC11	is_a	neuprint_JRC	5812988063	LC11	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1534788807	LC21(PLBDL4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1437165487	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1406453073	(PVM01)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1408966145	LC29_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1435126790	LC12	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1564472872	LC13(LWF7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult moonwalker descending neuron	is_a	neuprint_JRC	5813021079	MDN(PDM13)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1443364051	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1438300285	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1440972629	LC20(lVLPT3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1658155884	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC18	is_a	neuprint_JRC	1722333743	LC18(PLBDL4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1437959040	LC13(LWF4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	5812989167	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1438304477	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	2027880999	LC13(LWF2)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1500028932	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1437527210	(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1441598865	LPLC2_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1589982128	(PVF4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1438304347	LC13	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	5813016911	LC29_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1441589107	LC12	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula plate columnar neuron LPC1	is_a	neuprint_JRC	1434768400	LPC1	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1968872215	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1593743279	LC12(lVLPT7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	5812999529	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	5812991713	(AVM09)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	5813033809	LC29_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	1435140135	LC14_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	1622036197	(PVF4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1782996020	LC20(lVLPT3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1440571897	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC11	is_a	neuprint_JRC	1384017738	LC11	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	2154442557	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1438304573	LC13	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	5813078183	LC13	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1504432299	LC21	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1438304464	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1438304646	LC13(LWF7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1469331067	LC13	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula plate columnar neuron LPC1	is_a	neuprint_JRC	1806893720	LPC1	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1437850908	LPLC2_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1630216646	(lVLPT3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	5813038320	LC12	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1468030787	(AVM09)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1439203192	LPLC1_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC18	is_a	neuprint_JRC	1593401239	LC18(PLBDL4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC18	is_a	neuprint_JRC	1405637057	(AVM09)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1438300188	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1842682500	LC13(LWF2)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	1441949046	LC14_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1440670548	LC29_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1686932677	LPLC4_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	5813023897	(PVM02)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1439574161	(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1813727537	LC29_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1718917727	LC12(lVLPT7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC18	is_a	neuprint_JRC	1437156900	LC18	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1655458719	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	5812990776	(AVM09)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	5812996317	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1656494569	LC12(lVLPT7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	5812996970	LPTC contra2_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1440670595	LC29_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1382917589	(PVM01)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC11	is_a	neuprint_JRC	1440567395	LC11	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	2121690154	LC13(LWF7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1748222538	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1468207771	LC21(PLBDL4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1471259890	LC12(lVLPT7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC15	is_a	neuprint_JRC	1469240274	LC15	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1937501015	LC13	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1746546621	LC12	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1689242749	LC12(lVLPT7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1718308979	LPLC4_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1594009926	(PVM02)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1438304554	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn4	is_a	neuprint_JRC	1466861327	LC4	Typing based on mapping assertion in neuprint hemibrain v1.0.1
dorsal centrifugal horizontal neuron	is_a	neuprint_JRC	1466485353	DCH LPTC_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	5812991952	LC13(LWF2)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1658990108	LPLC1_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC11	is_a	neuprint_JRC	1564075996	LC11(PLBDL4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1967508592	LC13	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	2057996241	(PVM09)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1467548306	LPLC2_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
vertical system neuron	is_a	neuprint_JRC	5813033533	VS(LPTC)	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1468994014	LC13(LWF6)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1468877324	LC21	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1500029052	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	2090681039	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1469227143	LPLC4_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1466844031	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1782364786	LPLC2_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC15	is_a	neuprint_JRC	1466516076	LC15	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1471610338	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	5812991436	LC13	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1470237582	LC12(lVLPT7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	1500680443	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1842051749	LC13(LWF7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1776886049	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	2219867226	LC29_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	5813023645	LC13(LWF7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	2277917069	LC13(LWF7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1471607030	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn4	is_a	neuprint_JRC	1471601440	LC4	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn4	is_a	neuprint_JRC	1437492163	(PVM09)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	1567107667	LC14_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1467859487	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	2121685030	LC13(LWF7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	5813078378	DN?	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1439197228	(PVM01)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1468998393	LC13	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1933433614	LC13(LWF7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1560661080	LC13(LWF2)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1499683287	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
PB-FB-NO3 posterior domain neuron	is_a	neuprint_JRC	5813127522	PFNp_d(PB01a)_L9_C8	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1560311044	LC13(LWF7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	5812989441	(AVM09)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1690266485	LC12(lVLPT7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1535065850	LC21	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1623072504	LC12	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	1532358825	LC14_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	1468834514	(PDM26)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1689915765	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1500373828	LC13(LWF2)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	1470950640	LC14_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	5813056525	(lVLPT9)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1473648518	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1497205225	LC31	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1504427986	LC21	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1503413234	LC21(PLBDL4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1598288408	(AVM11)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1750289956	LC21	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1589636158	LC21	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	5813102910	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1504427615	LC21(PLBDL4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
